User_ID,Age,Gender,Occupation,Game_Type,Daily_Gaming_Hours,Weekly_Gaming_Hours,Primary_Gaming_Time,Sleep_Hours,Stress_Level,Focus_Level,Academic_or_Work_Score,Productivity_Level,Performance_Impact,Gaming_Intensity,Sleep_Quality,Overall_Performance,Age_Group,High_Stress,Performance_Category
U0176,31,Male,Student,Puzzle,3.0,21.0,Night,5.1,2,5,79,83,Neutral,Moderate (2-4h),Adequate (5-7h),81.0,28-32,False,High
U0177,33,Female,Working Professional,Action,4.5,31.5,Morning,5.3,4,6,87,89,Negative,Heavy (4-6h),Adequate (5-7h),88.0,33+,False,High
U0178,19,Male,Working Professional,Sports,5.7,39.9,Night,6.5,5,4,92,92,Neutral,Heavy (4-6h),Adequate (5-7h),92.0,18-22,False,Excellent
U0179,21,Female,Student,Puzzle,5.4,37.8,Night,7.1,9,5,89,84,Neutral,Heavy (4-6h),Good (7h+),86.5,18-22,True,High
U0180,35,Male,Working Professional,Simulation,2.5,17.5,Evening,6.1,2,6,58,62,Neutral,Moderate (2-4h),Adequate (5-7h),60.0,33+,False,Low
U0181,21,Male,Student,Sports,0.9,6.3,Evening,6.5,6,9,94,99,Neutral,Light (0-2h),Adequate (5-7h),96.5,18-22,False,Excellent
U0182,34,Female,Student,Action,4.9,34.3,Morning,5.9,7,9,64,62,Negative,Heavy (4-6h),Adequate (5-7h),63.0,33+,True,Medium
U0183,34,Male,Working Professional,Simulation,1.3,9.1,Evening,5.8,9,7,84,81,Neutral,Light (0-2h),Adequate (5-7h),82.5,33+,True,High
U0184,34,Female,Working Professional,Sports,1.4,9.8,Morning,8.5,6,7,76,79,Positive,Light (0-2h),Good (7h+),77.5,33+,False,High
U0185,18,Female,Working Professional,Casual,2.5,17.5,Night,7.2,8,7,74,79,Neutral,Moderate (2-4h),Good (7h+),76.5,18-22,True,High
U0186,30,Male,Student,Action,3.7,25.9,Night,7.4,9,4,88,93,Neutral,Moderate (2-4h),Good (7h+),90.5,28-32,True,Excellent
U0187,22,Female,Student,Sports,5.7,39.9,Night,4.9,2,6,75,76,Negative,Heavy (4-6h),Poor (<5h),75.5,18-22,False,High
U0188,24,Female,Working Professional,Simulation,4.8,33.6,Evening,8.2,2,8,63,66,Neutral,Heavy (4-6h),Good (7h+),64.5,23-27,False,Medium
U0189,26,Female,Student,Strategy,2.2,15.4,Evening,5.2,7,7,77,82,Neutral,Moderate (2-4h),Adequate (5-7h),79.5,23-27,True,High
U0190,33,Female,Working Professional,Puzzle,3.6,25.2,Night,5.4,6,9,73,71,Neutral,Moderate (2-4h),Adequate (5-7h),72.0,33+,False,Medium
U0191,35,Female,Working Professional,Puzzle,5.6,39.2,Morning,7.7,6,5,62,66,Neutral,Heavy (4-6h),Good (7h+),64.0,33+,False,Medium
U0192,26,Female,Student,Strategy,2.1,14.7,Night,5.7,3,5,83,88,Neutral,Moderate (2-4h),Adequate (5-7h),85.5,23-27,False,High
U0193,25,Male,Student,Casual,2.0,14.0,Night,6.7,6,4,61,65,Neutral,Light (0-2h),Adequate (5-7h),63.0,23-27,False,Medium
U0194,21,Male,Student,Simulation,1.7,11.9,Morning,5.4,3,6,76,78,Neutral,Light (0-2h),Adequate (5-7h),77.0,18-22,False,High
U0195,28,Female,Student,Action,2.7,18.9,Night,8.2,9,6,67,66,Neutral,Moderate (2-4h),Good (7h+),66.5,28-32,True,Medium
U0196,19,Female,Working Professional,Strategy,3.7,25.9,Night,6.6,2,4,81,78,Neutral,Moderate (2-4h),Adequate (5-7h),79.5,18-22,False,High
U0197,21,Female,Working Professional,Sports,5.8,40.6,Night,8.2,2,3,74,78,Neutral,Heavy (4-6h),Good (7h+),76.0,18-22,False,High
U0198,26,Male,Student,Puzzle,3.5,24.5,Morning,6.5,4,9,87,89,Neutral,Moderate (2-4h),Adequate (5-7h),88.0,23-27,False,High
U0199,24,Male,Working Professional,Sports,4.5,31.5,Night,7.1,4,3,76,75,Neutral,Heavy (4-6h),Good (7h+),75.5,23-27,False,High
U0200,28,Male,Student,Puzzle,2.3,16.1,Evening,6.1,3,4,63,65,Neutral,Moderate (2-4h),Adequate (5-7h),64.0,28-32,False,Medium
U0201,18,Female,Working Professional,Casual,1.8,12.6,Morning,7.5,7,5,92,96,Positive,Light (0-2h),Good (7h+),94.0,18-22,True,Excellent
U0202,34,Female,Student,Casual,0.8,5.6,Evening,5.0,6,4,80,85,Neutral,Light (0-2h),Poor (<5h),82.5,33+,False,High
U0203,29,Female,Working Professional,Simulation,2.5,17.5,Night,5.4,4,6,64,66,Neutral,Moderate (2-4h),Adequate (5-7h),65.0,28-32,False,Medium
U0204,29,Male,Student,Action,5.0,35.0,Night,7.5,3,7,83,86,Neutral,Heavy (4-6h),Good (7h+),84.5,28-32,False,High
U0205,32,Male,Student,Casual,5.5,38.5,Night,5.3,4,4,75,78,Negative,Heavy (4-6h),Adequate (5-7h),76.5,28-32,False,High
U0206,22,Female,Working Professional,Simulation,3.2,22.4,Morning,8.1,9,9,58,60,Neutral,Moderate (2-4h),Good (7h+),59.0,18-22,True,Low
U0207,26,Male,Student,Simulation,3.6,25.2,Morning,7.2,6,8,56,57,Neutral,Moderate (2-4h),Good (7h+),56.5,23-27,False,Low
U0208,33,Male,Working Professional,Sports,0.7,4.9,Morning,5.9,3,7,58,54,Neutral,Light (0-2h),Adequate (5-7h),56.0,33+,False,Low
U0209,30,Female,Student,Casual,4.7,32.9,Night,7.6,8,5,79,81,Neutral,Heavy (4-6h),Good (7h+),80.0,28-32,True,High
U0210,30,Male,Student,Action,5.3,37.1,Morning,5.0,7,3,66,69,Negative,Heavy (4-6h),Poor (<5h),67.5,28-32,True,Medium
U0211,25,Female,Working Professional,Strategy,5.9,41.3,Evening,6.4,8,7,79,77,Neutral,Heavy (4-6h),Adequate (5-7h),78.0,23-27,True,High
U0212,18,Male,Student,Action,1.5,10.5,Morning,8.0,3,3,81,85,Positive,Light (0-2h),Good (7h+),83.0,18-22,False,High
U0213,32,Male,Student,Action,3.8,26.6,Morning,6.3,2,4,57,58,Neutral,Moderate (2-4h),Adequate (5-7h),57.5,28-32,False,Low
U0214,28,Male,Working Professional,Strategy,3.3,23.1,Night,5.7,7,7,93,98,Neutral,Moderate (2-4h),Adequate (5-7h),95.5,28-32,True,Excellent
U0215,23,Female,Working Professional,Action,3.4,23.8,Evening,6.2,6,3,90,94,Neutral,Moderate (2-4h),Adequate (5-7h),92.0,23-27,False,Excellent
U0216,22,Female,Working Professional,Strategy,5.7,39.9,Night,7.2,7,8,81,82,Neutral,Heavy (4-6h),Good (7h+),81.5,18-22,True,High
U0217,19,Female,Working Professional,Simulation,3.1,21.7,Night,7.9,6,9,64,66,Neutral,Moderate (2-4h),Good (7h+),65.0,18-22,False,Medium
U0218,29,Male,Student,Action,1.2,8.4,Evening,5.5,5,5,60,62,Neutral,Light (0-2h),Adequate (5-7h),61.0,28-32,False,Medium
U0219,35,Male,Working Professional,Strategy,2.6,18.2,Evening,6.9,2,9,59,57,Neutral,Moderate (2-4h),Adequate (5-7h),58.0,33+,False,Low
U0220,25,Male,Working Professional,Strategy,2.2,15.4,Night,8.1,5,4,62,64,Neutral,Moderate (2-4h),Good (7h+),63.0,23-27,False,Medium
U0221,26,Female,Working Professional,Sports,2.3,16.1,Morning,5.6,9,7,77,76,Neutral,Moderate (2-4h),Adequate (5-7h),76.5,23-27,True,High
U0222,31,Male,Student,Casual,4.9,34.3,Morning,7.4,7,4,78,78,Neutral,Heavy (4-6h),Good (7h+),78.0,28-32,True,High
U0223,28,Male,Working Professional,Simulation,0.6,4.2,Morning,6.7,8,5,64,62,Neutral,Light (0-2h),Adequate (5-7h),63.0,28-32,True,Medium
U0224,33,Female,Student,Casual,3.2,22.4,Evening,7.1,7,5,86,91,Neutral,Moderate (2-4h),Good (7h+),88.5,33+,True,High
U0225,19,Male,Student,Casual,1.4,9.8,Morning,7.4,9,4,89,94,Positive,Light (0-2h),Good (7h+),91.5,18-22,True,Excellent
U0226,24,Female,Working Professional,Action,4.7,32.9,Night,6.1,5,3,64,59,Neutral,Heavy (4-6h),Adequate (5-7h),61.5,23-27,False,Medium
U0227,18,Female,Student,Action,4.0,28.0,Night,8.2,9,8,86,81,Neutral,Moderate (2-4h),Good (7h+),83.5,18-22,True,High
U0228,31,Male,Student,Action,4.5,31.5,Night,6.6,6,3,87,92,Neutral,Heavy (4-6h),Adequate (5-7h),89.5,28-32,False,High
U0229,30,Male,Working Professional,Sports,1.3,9.1,Evening,5.3,6,9,77,76,Neutral,Light (0-2h),Adequate (5-7h),76.5,28-32,False,High
U0230,19,Male,Working Professional,Sports,3.6,25.2,Evening,8.5,5,5,60,65,Neutral,Moderate (2-4h),Good (7h+),62.5,18-22,False,Medium
U0231,33,Female,Working Professional,Simulation,3.5,24.5,Morning,4.7,2,8,65,61,Neutral,Moderate (2-4h),Poor (<5h),63.0,33+,False,Medium
U0232,26,Male,Student,Casual,5.4,37.8,Evening,8.2,5,4,91,93,Neutral,Heavy (4-6h),Good (7h+),92.0,23-27,False,Excellent
U0233,24,Male,Working Professional,Action,5.4,37.8,Evening,6.8,2,4,75,70,Neutral,Heavy (4-6h),Adequate (5-7h),72.5,23-27,False,Medium
U0234,30,Male,Student,Simulation,1.4,9.8,Night,5.5,8,8,89,89,Neutral,Light (0-2h),Adequate (5-7h),89.0,28-32,True,High
U0235,30,Female,Student,Casual,5.9,41.3,Evening,4.7,8,4,59,59,Negative,Heavy (4-6h),Poor (<5h),59.0,28-32,True,Low
U0236,31,Male,Working Professional,Action,4.8,33.6,Night,6.3,5,5,90,91,Neutral,Heavy (4-6h),Adequate (5-7h),90.5,28-32,False,Excellent
U0237,30,Male,Working Professional,Puzzle,2.1,14.7,Evening,5.5,3,3,72,69,Neutral,Moderate (2-4h),Adequate (5-7h),70.5,28-32,False,Medium
U0238,21,Male,Student,Strategy,1.1,7.7,Evening,4.5,6,6,78,77,Neutral,Light (0-2h),Poor (<5h),77.5,18-22,False,High
U0239,29,Male,Working Professional,Sports,3.0,21.0,Morning,6.7,8,3,56,52,Neutral,Moderate (2-4h),Adequate (5-7h),54.0,28-32,True,Low
U0240,34,Male,Working Professional,Strategy,2.1,14.7,Morning,6.1,3,8,90,88,Neutral,Moderate (2-4h),Adequate (5-7h),89.0,33+,False,High
U0241,26,Female,Working Professional,Sports,2.0,14.0,Morning,5.6,4,3,65,66,Neutral,Light (0-2h),Adequate (5-7h),65.5,23-27,False,Medium
U0242,32,Male,Student,Puzzle,2.5,17.5,Morning,8.3,9,7,94,92,Neutral,Moderate (2-4h),Good (7h+),93.0,28-32,True,Excellent
U0243,28,Female,Student,Puzzle,5.7,39.9,Evening,5.8,8,9,76,78,Negative,Heavy (4-6h),Adequate (5-7h),77.0,28-32,True,High
U0244,28,Female,Working Professional,Simulation,3.8,26.6,Morning,7.3,9,5,66,67,Neutral,Moderate (2-4h),Good (7h+),66.5,28-32,True,Medium
U0245,24,Male,Student,Casual,2.3,16.1,Evening,5.6,8,5,62,66,Neutral,Moderate (2-4h),Adequate (5-7h),64.0,23-27,True,Medium
U0246,33,Male,Working Professional,Strategy,5.7,39.9,Evening,5.3,6,9,59,60,Negative,Heavy (4-6h),Adequate (5-7h),59.5,33+,False,Low
U0247,33,Female,Working Professional,Simulation,4.1,28.7,Morning,7.4,8,3,83,87,Neutral,Heavy (4-6h),Good (7h+),85.0,33+,True,High
U0248,29,Male,Student,Simulation,4.8,33.6,Night,5.9,3,3,70,75,Negative,Heavy (4-6h),Adequate (5-7h),72.5,28-32,False,Medium
U0249,18,Male,Working Professional,Strategy,4.2,29.4,Night,6.1,7,9,82,78,Neutral,Heavy (4-6h),Adequate (5-7h),80.0,18-22,True,High
U0250,32,Male,Working Professional,Action,4.6,32.2,Evening,6.7,5,6,78,79,Neutral,Heavy (4-6h),Adequate (5-7h),78.5,28-32,False,High
U0251,27,Female,Working Professional,Strategy,1.1,7.7,Night,6.2,3,3,64,64,Neutral,Light (0-2h),Adequate (5-7h),64.0,23-27,False,Medium
U0252,20,Female,Student,Casual,3.2,22.4,Morning,6.4,9,8,83,83,Neutral,Moderate (2-4h),Adequate (5-7h),83.0,18-22,True,High
U0253,34,Male,Student,Puzzle,0.6,4.2,Night,5.9,3,8,65,63,Neutral,Light (0-2h),Adequate (5-7h),64.0,33+,False,Medium
U0254,31,Female,Student,Casual,2.8,19.6,Night,6.3,8,8,66,63,Neutral,Moderate (2-4h),Adequate (5-7h),64.5,28-32,True,Medium
U0255,24,Female,Student,Simulation,5.4,37.8,Morning,6.3,8,6,55,53,Neutral,Heavy (4-6h),Adequate (5-7h),54.0,23-27,True,Low
U0256,21,Female,Working Professional,Simulation,4.9,34.3,Night,6.6,7,5,67,69,Neutral,Heavy (4-6h),Adequate (5-7h),68.0,18-22,True,Medium
U0257,29,Female,Student,Casual,2.2,15.4,Night,6.1,8,7,62,62,Neutral,Moderate (2-4h),Adequate (5-7h),62.0,28-32,True,Medium
U0258,21,Male,Working Professional,Action,4.9,34.3,Morning,8.2,3,8,63,63,Neutral,Heavy (4-6h),Good (7h+),63.0,18-22,False,Medium
U0259,30,Female,Student,Sports,2.6,18.2,Night,5.1,8,6,93,90,Neutral,Moderate (2-4h),Adequate (5-7h),91.5,28-32,True,Excellent
U0260,27,Male,Student,Puzzle,3.5,24.5,Evening,8.2,4,7,65,67,Neutral,Moderate (2-4h),Good (7h+),66.0,23-27,False,Medium
U0261,30,Female,Working Professional,Casual,3.9,27.3,Evening,8.0,2,6,63,61,Neutral,Moderate (2-4h),Good (7h+),62.0,28-32,False,Medium
U0262,18,Male,Working Professional,Action,2.8,19.6,Evening,7.9,9,4,60,64,Neutral,Moderate (2-4h),Good (7h+),62.0,18-22,True,Medium
U0263,34,Male,Student,Puzzle,1.7,11.9,Night,5.7,9,7,86,89,Neutral,Light (0-2h),Adequate (5-7h),87.5,33+,True,High
U0264,24,Female,Student,Casual,5.0,35.0,Night,6.0,2,9,83,86,Neutral,Heavy (4-6h),Adequate (5-7h),84.5,23-27,False,High
U0265,20,Female,Student,Strategy,4.6,32.2,Morning,5.7,2,6,71,71,Negative,Heavy (4-6h),Adequate (5-7h),71.0,18-22,False,Medium
U0266,31,Male,Student,Strategy,5.0,35.0,Morning,6.9,7,9,94,99,Neutral,Heavy (4-6h),Adequate (5-7h),96.5,28-32,True,Excellent
U0267,28,Female,Working Professional,Simulation,4.9,34.3,Evening,6.8,6,7,89,86,Neutral,Heavy (4-6h),Adequate (5-7h),87.5,28-32,False,High
U0268,26,Male,Student,Strategy,5.7,39.9,Morning,6.6,3,4,81,76,Neutral,Heavy (4-6h),Adequate (5-7h),78.5,23-27,False,High
U0269,26,Female,Working Professional,Sports,4.4,30.8,Morning,7.8,8,6,64,68,Neutral,Heavy (4-6h),Good (7h+),66.0,23-27,True,Medium
U0270,29,Female,Working Professional,Puzzle,4.0,28.0,Night,8.0,3,6,87,86,Neutral,Moderate (2-4h),Good (7h+),86.5,28-32,False,High
U0271,29,Male,Working Professional,Strategy,0.5,3.5,Evening,7.6,3,8,84,89,Positive,Light (0-2h),Good (7h+),86.5,28-32,False,High
U0272,35,Male,Working Professional,Puzzle,5.0,35.0,Night,6.5,7,9,73,73,Neutral,Heavy (4-6h),Adequate (5-7h),73.0,33+,True,Medium
U0273,32,Female,Student,Sports,4.7,32.9,Morning,4.7,9,3,62,59,Negative,Heavy (4-6h),Poor (<5h),60.5,28-32,True,Medium
U0274,29,Female,Student,Puzzle,6.0,42.0,Night,8.1,6,4,72,68,Neutral,Heavy (4-6h),Good (7h+),70.0,28-32,False,Medium
U0275,31,Male,Student,Action,5.5,38.5,Morning,5.2,8,8,74,72,Negative,Heavy (4-6h),Adequate (5-7h),73.0,28-32,True,Medium
U0276,18,Female,Student,Sports,3.1,21.7,Night,5.0,5,7,83,78,Neutral,Moderate (2-4h),Poor (<5h),80.5,18-22,False,High
U0277,28,Female,Working Professional,Strategy,1.2,8.4,Evening,4.8,8,3,61,57,Neutral,Light (0-2h),Poor (<5h),59.0,28-32,True,Low
U0278,34,Male,Student,Sports,4.8,33.6,Evening,7.5,4,8,64,60,Neutral,Heavy (4-6h),Good (7h+),62.0,33+,False,Medium
U0279,32,Male,Student,Action,4.5,31.5,Morning,7.0,4,6,94,99,Neutral,Heavy (4-6h),Adequate (5-7h),96.5,28-32,False,Excellent
U0280,22,Male,Working Professional,Casual,4.6,32.2,Morning,6.9,8,5,82,82,Neutral,Heavy (4-6h),Adequate (5-7h),82.0,18-22,True,High
U0281,27,Male,Student,Casual,1.9,13.3,Evening,6.9,6,9,56,61,Neutral,Light (0-2h),Adequate (5-7h),58.5,23-27,False,Low
U0282,25,Female,Student,Simulation,2.1,14.7,Morning,4.7,5,6,79,75,Neutral,Moderate (2-4h),Poor (<5h),77.0,23-27,False,High
U0283,29,Male,Working Professional,Action,5.9,41.3,Morning,8.2,4,6,91,92,Neutral,Heavy (4-6h),Good (7h+),91.5,28-32,False,Excellent
U0284,34,Female,Working Professional,Sports,3.7,25.9,Night,4.6,5,3,58,59,Neutral,Moderate (2-4h),Poor (<5h),58.5,33+,False,Low
U0285,20,Male,Student,Simulation,2.7,18.9,Evening,7.1,4,5,60,59,Neutral,Moderate (2-4h),Good (7h+),59.5,18-22,False,Low
U0286,19,Male,Student,Sports,2.6,18.2,Morning,7.0,3,5,82,80,Neutral,Moderate (2-4h),Adequate (5-7h),81.0,18-22,False,High
U0287,18,Male,Student,Strategy,3.0,21.0,Evening,6.9,6,8,66,62,Neutral,Moderate (2-4h),Adequate (5-7h),64.0,18-22,False,Medium
U0288,26,Male,Student,Puzzle,5.7,39.9,Evening,6.6,6,4,78,75,Neutral,Heavy (4-6h),Adequate (5-7h),76.5,23-27,False,High
U0289,29,Male,Working Professional,Simulation,2.0,14.0,Morning,4.8,3,6,84,87,Neutral,Light (0-2h),Poor (<5h),85.5,28-32,False,High
U0290,34,Male,Student,Action,2.5,17.5,Morning,5.5,3,7,62,60,Neutral,Moderate (2-4h),Adequate (5-7h),61.0,33+,False,Medium
U0291,31,Male,Working Professional,Strategy,0.8,5.6,Evening,6.0,4,4,57,60,Neutral,Light (0-2h),Adequate (5-7h),58.5,28-32,False,Low
U0292,34,Male,Student,Strategy,5.5,38.5,Night,5.8,3,7,78,74,Negative,Heavy (4-6h),Adequate (5-7h),76.0,33+,False,High
U0293,28,Male,Working Professional,Action,5.9,41.3,Evening,8.3,3,6,73,72,Neutral,Heavy (4-6h),Good (7h+),72.5,28-32,False,Medium
U0294,32,Female,Working Professional,Strategy,1.6,11.2,Night,6.8,6,8,94,92,Neutral,Light (0-2h),Adequate (5-7h),93.0,28-32,False,Excellent
U0295,18,Male,Working Professional,Casual,5.5,38.5,Night,7.5,5,4,55,56,Neutral,Heavy (4-6h),Good (7h+),55.5,18-22,False,Low
U0296,21,Male,Student,Sports,5.3,37.1,Evening,8.3,2,9,79,78,Neutral,Heavy (4-6h),Good (7h+),78.5,18-22,False,High
U0297,19,Male,Working Professional,Casual,5.8,40.6,Evening,8.4,4,8,72,68,Neutral,Heavy (4-6h),Good (7h+),70.0,18-22,False,Medium
U0298,30,Male,Student,Sports,3.0,21.0,Night,7.5,3,7,63,68,Neutral,Moderate (2-4h),Good (7h+),65.5,28-32,False,Medium
U0299,28,Female,Working Professional,Puzzle,5.8,40.6,Morning,5.4,6,9,75,76,Negative,Heavy (4-6h),Adequate (5-7h),75.5,28-32,False,High
U0300,32,Female,Working Professional,Sports,0.9,6.3,Morning,5.3,3,4,61,58,Neutral,Light (0-2h),Adequate (5-7h),59.5,28-32,False,Low
U0301,26,Male,Student,Strategy,3.4,23.8,Night,8.4,5,6,74,76,Neutral,Moderate (2-4h),Good (7h+),75.0,23-27,False,Medium
U0302,20,Male,Working Professional,Sports,2.2,15.4,Night,7.3,2,4,75,72,Neutral,Moderate (2-4h),Good (7h+),73.5,18-22,False,Medium
U0303,35,Male,Student,Sports,0.8,5.6,Morning,5.7,4,3,80,82,Neutral,Light (0-2h),Adequate (5-7h),81.0,33+,False,High
U0304,24,Female,Working Professional,Casual,4.9,34.3,Night,5.1,2,3,69,66,Negative,Heavy (4-6h),Adequate (5-7h),67.5,23-27,False,Medium
U0305,20,Male,Working Professional,Strategy,5.7,39.9,Morning,4.8,6,9,59,54,Negative,Heavy (4-6h),Poor (<5h),56.5,18-22,False,Low
U0306,19,Male,Working Professional,Casual,5.5,38.5,Evening,7.8,7,3,57,59,Neutral,Heavy (4-6h),Good (7h+),58.0,18-22,True,Low
U0307,23,Female,Working Professional,Sports,3.2,22.4,Morning,6.0,8,4,77,75,Neutral,Moderate (2-4h),Adequate (5-7h),76.0,23-27,True,High
U0308,31,Female,Student,Action,0.7,4.9,Evening,7.0,5,8,73,75,Positive,Light (0-2h),Adequate (5-7h),74.0,28-32,False,Medium
U0309,30,Female,Working Professional,Simulation,2.6,18.2,Evening,6.2,5,8,89,84,Neutral,Moderate (2-4h),Adequate (5-7h),86.5,28-32,False,High
U0310,18,Female,Student,Action,2.4,16.8,Evening,6.8,7,6,72,69,Neutral,Moderate (2-4h),Adequate (5-7h),70.5,18-22,True,Medium
U0311,23,Male,Student,Casual,0.8,5.6,Morning,8.5,7,9,92,90,Positive,Light (0-2h),Good (7h+),91.0,23-27,True,Excellent
U0312,30,Female,Student,Strategy,2.0,14.0,Morning,7.8,2,9,69,73,Positive,Light (0-2h),Good (7h+),71.0,28-32,False,Medium
U0313,22,Male,Working Professional,Simulation,3.8,26.6,Evening,7.7,7,7,56,56,Neutral,Moderate (2-4h),Good (7h+),56.0,18-22,True,Low
U0314,18,Female,Student,Puzzle,1.5,10.5,Night,4.7,2,4,93,91,Neutral,Light (0-2h),Poor (<5h),92.0,18-22,False,Excellent
U0315,18,Male,Student,Action,1.6,11.2,Night,5.0,4,9,75,70,Neutral,Light (0-2h),Poor (<5h),72.5,18-22,False,Medium
U0316,21,Female,Working Professional,Puzzle,5.2,36.4,Morning,8.3,7,8,80,84,Neutral,Heavy (4-6h),Good (7h+),82.0,18-22,True,High
U0317,28,Male,Working Professional,Strategy,5.9,41.3,Night,7.4,8,9,95,97,Neutral,Heavy (4-6h),Good (7h+),96.0,28-32,True,Excellent
U0318,23,Male,Working Professional,Simulation,3.7,25.9,Morning,5.2,6,8,73,70,Neutral,Moderate (2-4h),Adequate (5-7h),71.5,23-27,False,Medium
U0319,33,Male,Working Professional,Casual,1.5,10.5,Morning,5.8,5,8,91,87,Neutral,Light (0-2h),Adequate (5-7h),89.0,33+,False,High
U0320,28,Female,Student,Puzzle,1.8,12.6,Morning,8.4,4,8,60,65,Positive,Light (0-2h),Good (7h+),62.5,28-32,False,Medium
U0321,19,Female,Working Professional,Casual,1.9,13.3,Evening,4.8,6,9,61,56,Neutral,Light (0-2h),Poor (<5h),58.5,18-22,False,Low
U0322,30,Male,Working Professional,Simulation,5.8,40.6,Night,8.0,9,6,77,80,Neutral,Heavy (4-6h),Good (7h+),78.5,28-32,True,High
U0323,18,Female,Working Professional,Action,4.7,32.9,Morning,5.4,9,3,57,56,Negative,Heavy (4-6h),Adequate (5-7h),56.5,18-22,True,Low
U0324,20,Female,Working Professional,Casual,2.4,16.8,Morning,8.1,4,8,59,62,Neutral,Moderate (2-4h),Good (7h+),60.5,18-22,False,Medium
U0325,28,Male,Student,Sports,2.9,20.3,Night,7.1,8,4,58,54,Neutral,Moderate (2-4h),Good (7h+),56.0,28-32,True,Low
U0326,25,Male,Student,Sports,3.5,24.5,Night,8.2,6,8,73,72,Neutral,Moderate (2-4h),Good (7h+),72.5,23-27,False,Medium
U0327,20,Female,Working Professional,Strategy,3.5,24.5,Morning,6.5,2,5,55,56,Neutral,Moderate (2-4h),Adequate (5-7h),55.5,18-22,False,Low
U0328,27,Female,Working Professional,Sports,0.6,4.2,Night,5.2,6,3,85,81,Neutral,Light (0-2h),Adequate (5-7h),83.0,23-27,False,High
U0329,29,Male,Working Professional,Action,2.0,14.0,Evening,7.1,8,4,78,79,Positive,Light (0-2h),Good (7h+),78.5,28-32,True,High
U0330,21,Male,Working Professional,Simulation,2.9,20.3,Evening,5.6,6,7,58,55,Neutral,Moderate (2-4h),Adequate (5-7h),56.5,18-22,False,Low
U0331,31,Female,Student,Sports,5.8,40.6,Evening,6.9,2,9,79,82,Neutral,Heavy (4-6h),Adequate (5-7h),80.5,28-32,False,High
U0332,22,Male,Working Professional,Strategy,0.9,6.3,Morning,8.1,2,7,91,94,Positive,Light (0-2h),Good (7h+),92.5,18-22,False,Excellent
U0333,31,Male,Student,Simulation,5.8,40.6,Evening,7.7,4,3,82,78,Neutral,Heavy (4-6h),Good (7h+),80.0,28-32,False,High
U0334,30,Female,Working Professional,Simulation,2.3,16.1,Evening,7.4,3,3,79,82,Neutral,Moderate (2-4h),Good (7h+),80.5,28-32,False,High
U0335,22,Male,Student,Simulation,5.5,38.5,Morning,4.5,8,3,81,78,Negative,Heavy (4-6h),Poor (<5h),79.5,18-22,True,High
U0336,33,Female,Student,Strategy,4.8,33.6,Evening,8.0,7,6,71,72,Neutral,Heavy (4-6h),Good (7h+),71.5,33+,True,Medium
U0337,25,Male,Working Professional,Puzzle,2.7,18.9,Evening,7.0,8,3,80,80,Neutral,Moderate (2-4h),Adequate (5-7h),80.0,23-27,True,High
U0338,21,Male,Student,Puzzle,0.6,4.2,Night,7.8,6,5,72,74,Positive,Light (0-2h),Good (7h+),73.0,18-22,False,Medium
U0339,20,Male,Working Professional,Strategy,2.9,20.3,Evening,7.8,6,8,81,85,Neutral,Moderate (2-4h),Good (7h+),83.0,18-22,False,High
U0340,23,Male,Working Professional,Casual,4.6,32.2,Night,7.5,7,9,58,61,Neutral,Heavy (4-6h),Good (7h+),59.5,23-27,True,Low
U0341,19,Male,Student,Sports,2.7,18.9,Morning,7.6,2,4,67,65,Neutral,Moderate (2-4h),Good (7h+),66.0,18-22,False,Medium
U0342,30,Male,Student,Strategy,5.5,38.5,Evening,7.3,6,5,84,87,Neutral,Heavy (4-6h),Good (7h+),85.5,28-32,False,High
U0343,29,Male,Working Professional,Casual,3.2,22.4,Night,6.3,9,7,90,90,Neutral,Moderate (2-4h),Adequate (5-7h),90.0,28-32,True,High
U0344,25,Male,Student,Puzzle,1.0,7.0,Night,4.6,2,4,91,89,Neutral,Light (0-2h),Poor (<5h),90.0,23-27,False,High
U0345,23,Male,Student,Puzzle,2.8,19.6,Night,4.6,2,6,63,68,Neutral,Moderate (2-4h),Poor (<5h),65.5,23-27,False,Medium
U0346,32,Female,Student,Sports,4.9,34.3,Evening,5.7,6,6,79,79,Negative,Heavy (4-6h),Adequate (5-7h),79.0,28-32,False,High
U0347,34,Female,Working Professional,Puzzle,4.2,29.4,Night,7.8,8,7,61,56,Neutral,Heavy (4-6h),Good (7h+),58.5,33+,True,Low
U0348,26,Female,Student,Strategy,1.1,7.7,Night,4.8,6,8,75,74,Neutral,Light (0-2h),Poor (<5h),74.5,23-27,False,Medium
U0349,22,Male,Working Professional,Puzzle,4.7,32.9,Evening,8.1,8,8,75,80,Neutral,Heavy (4-6h),Good (7h+),77.5,18-22,True,High
U0350,28,Male,Working Professional,Casual,5.5,38.5,Evening,6.1,2,7,91,89,Neutral,Heavy (4-6h),Adequate (5-7h),90.0,28-32,False,High
U0351,22,Female,Student,Casual,3.3,23.1,Evening,7.9,4,5,61,63,Neutral,Moderate (2-4h),Good (7h+),62.0,18-22,False,Medium
U0352,28,Female,Working Professional,Simulation,4.1,28.7,Evening,5.4,5,8,74,75,Negative,Heavy (4-6h),Adequate (5-7h),74.5,28-32,False,Medium
U0353,20,Female,Student,Simulation,3.1,21.7,Morning,5.0,2,9,95,99,Neutral,Moderate (2-4h),Poor (<5h),97.0,18-22,False,Excellent
